"","Q","ResponseId","Response","Text","Category","Domain","Mind"
"278","T103","R_BVY7qeiB78NsnM5",4,"When is your birthday?","personal, objective","biological",""
"279","T103","R_2QhAzyXyGiCMIL5",3,"When is your birthday?","personal, objective","biological",""
"280","T103","R_1gndqwgG0p2iI0M",4,"When is your birthday?","personal, objective","biological",""
"281","T103","R_uwzXbAGYFPhpfJD",5,"When is your birthday?","personal, objective","biological",""
"282","T103","R_1GZCB75oL4ExY9U",4,"When is your birthday?","personal, objective","biological",""
"283","T103","R_1onBPsq4qLaaI0r",3,"When is your birthday?","personal, objective","biological",""
"284","T103","R_aXWLzZHTkkoFCnf",5,"When is your birthday?","personal, objective","biological",""
"285","T103","R_1j96E5Y80v7H9Zt",3,"When is your birthday?","personal, objective","biological",""
"286","T104","R_PLFCD2yNEZfGU4p",2,"What did you have for lunch today?","personal, objective","biological",""
"287","T104","R_2qgVeaAR8SI9eGn",4,"What did you have for lunch today?","personal, objective","biological",""
"288","T104","R_26fEQdd0g3Q97B9",4,"What did you have for lunch today?","personal, objective","biological",""
"289","T104","R_R8CytimDtchvXhf",5,"What did you have for lunch today?","personal, objective","biological",""
"290","T104","R_1pQgSkuY82HHqap",4,"What did you have for lunch today?","personal, objective","biological",""
"291","T104","R_1DHHPJyhapUk4kI",3,"What did you have for lunch today?","personal, objective","biological",""
"292","T104","R_339hengkIUWVHL7",5,"What did you have for lunch today?","personal, objective","biological",""
"293","T104","R_Xhr5tV8m655aABb",5,"What did you have for lunch today?","personal, objective","biological",""
"294","T104","R_1pPVZT61nJrB2DO",4,"What did you have for lunch today?","personal, objective","biological",""
"295","T104","R_2YVYMQJUivOp38X",5,"What did you have for lunch today?","personal, objective","biological",""
"296","T104","R_2VEkSfA4BWYRS39",5,"What did you have for lunch today?","personal, objective","biological",""
"297","T104","R_12AnqUZKZZp5lEa",5,"What did you have for lunch today?","personal, objective","biological",""
"298","T104","R_2QEWpGa4Bxglp4g",4,"What did you have for lunch today?","personal, objective","biological",""
"299","T104","R_p44E1feNzl175ER",2,"What did you have for lunch today?","personal, objective","biological",""
"300","T104","R_2ylvDIE0hAqswOI",4,"What did you have for lunch today?","personal, objective","biological",""
"301","T104","R_3lDfCpILnQRdqBN",5,"What did you have for lunch today?","personal, objective","biological",""
"302","T104","R_1ruYV1kIoaq8xD0",5,"What did you have for lunch today?","personal, objective","biological",""
"303","T104","R_10CoiceYCTnykNq",4,"What did you have for lunch today?","personal, objective","biological",""
"304","T104","R_2TER8RlMF5ZK1nl",3,"What did you have for lunch today?","personal, objective","biological",""
"305","T104","R_bfR0tnjBHhGmKUp",2,"What did you have for lunch today?","personal, objective","biological",""
"306","T104","R_1DXZUpKdL9MAJZ7",4,"What did you have for lunch today?","personal, objective","biological",""
"307","T104","R_24OCSHsC5XhEaXC",3,"What did you have for lunch today?","personal, objective","biological",""
"308","T104","R_1rjoAPb95f47YTd",2,"What did you have for lunch today?","personal, objective","biological",""
"309","T104","R_W7NoI0G4VcKC9wt",5,"What did you have for lunch today?","personal, objective","biological",""
"310","T104","R_3g1Mj3FXywjcYyy",3,"What did you have for lunch today?","personal, objective","biological",""
"311","T104","R_2CqZYuOdCeCMfnE",3,"What did you have for lunch today?","personal, objective","biological",""
"312","T104","R_77NvZNu9KQLykbn",4,"What did you have for lunch today?","personal, objective","biological",""
"313","T104","R_Z8LpaqTUbglo6kN",5,"What did you have for lunch today?","personal, objective","biological",""
"314","T104","R_29aGqCfre2qTWYv",5,"What did you have for lunch today?","personal, objective","biological",""
"315","T104","R_1hMf5pL2nPiqvyh",5,"What did you have for lunch today?","personal, objective","biological",""
"316","T104","R_2yjAbTEpQl8LIQo",3,"What did you have for lunch today?","personal, objective","biological",""
"317","T104","R_1luTk3zsH1hQQVd",1,"What did you have for lunch today?","personal, objective","biological",""
"318","T104","R_2AQmqEw5NFv4CH7",5,"What did you have for lunch today?","personal, objective","biological",""
"319","T104","R_12hkEeodwHeqaIT",4,"What did you have for lunch today?","personal, objective","biological",""
"320","T104","R_1GNVqIeuldplpNz",4,"What did you have for lunch today?","personal, objective","biological",""
"321","T104","R_SNKRKqzDAv3LW0N",4,"What did you have for lunch today?","personal, objective","biological",""
"322","T104","R_Q0M7ayslxWzUUvv",3,"What did you have for lunch today?","personal, objective","biological",""
"323","T104","R_2PhuZbqTXFoTqIC",5,"What did you have for lunch today?","personal, objective","biological",""
"324","T104","R_2qguVMuZV4zI5JR",3,"What did you have for lunch today?","personal, objective","biological",""
"325","T104","R_1E6dnXqYUoHYVSc",4,"What did you have for lunch today?","personal, objective","biological",""
"326","T104","R_2QXMb6hhf5fXrOF",3,"What did you have for lunch today?","personal, objective","biological",""
"327","T104","R_1dc2AZ8aUirmLIr",3,"What did you have for lunch today?","personal, objective","biological",""
"328","T104","R_2EmLlxCDhAKuksN",4,"What did you have for lunch today?","personal, objective","biological",""
"329","T104","R_BEYfZymGnW0aXhT",3,"What did you have for lunch today?","personal, objective","biological",""
"330","T104","R_2azWm36oYoZjx3b",4,"What did you have for lunch today?","personal, objective","biological",""
"331","T104","R_2qBM372PFYkQDjx",5,"What did you have for lunch today?","personal, objective","biological",""
"332","T105","R_BEYfZymGnW0aXhT",5,"What is 784683678 divided by 3789?","factual","",""
"333","T105","R_2BypEVMxTaQxQpp",5,"What is 784683678 divided by 3789?","factual","",""
"334","T105","R_3yMMYyPJdfJdQdP",4,"What is 784683678 divided by 3789?","factual","",""
"335","T105","R_4SbOVzcJONhgAil",3,"What is 784683678 divided by 3789?","factual","",""
"336","T105","R_2rMhThXiyM0wM0g",4,"What is 784683678 divided by 3789?","factual","",""
"337","T105","R_2YkYvuIUI5BnXio",3,"What is 784683678 divided by 3789?","factual","",""
"338","T105","R_12K2sOsPV3zuykm",5,"What is 784683678 divided by 3789?","factual","",""
"339","T105","R_2PuM0ufzfL0uQxH",2,"What is 784683678 divided by 3789?","factual","",""
"340","T105","R_22mMyIFA5z09VYy",3,"What is 784683678 divided by 3789?","factual","",""
"341","T105","R_u9rShamwI1JsTIt",5,"What is 784683678 divided by 3789?","factual","",""
"342","T105","R_1CpcUeOeZNkTWSv",5,"What is 784683678 divided by 3789?","factual","",""
"343","T105","R_2YVYMQJUivOp38X",5,"What is 784683678 divided by 3789?","factual","",""
"344","T105","R_29aGqCfre2qTWYv",5,"What is 784683678 divided by 3789?","factual","",""
"345","T105","R_1l0EPwUcuE4hC5g",4,"What is 784683678 divided by 3789?","factual","",""
"346","T105","R_Wqg4ccFfOZMbUzf",5,"What is 784683678 divided by 3789?","factual","",""
"347","T105","R_2cbK3G7zqIDhx2h",5,"What is 784683678 divided by 3789?","factual","",""
"348","T105","R_R8CytimDtchvXhf",5,"What is 784683678 divided by 3789?","factual","",""
"349","T105","R_xg5GqYm3tDgDaDL",5,"What is 784683678 divided by 3789?","factual","",""
"350","T105","R_Q0M7ayslxWzUUvv",5,"What is 784683678 divided by 3789?","factual","",""
"351","T105","R_28O4Km9kZafgxap",4,"What is 784683678 divided by 3789?","factual","",""
"352","T105","R_1N3PO7lyPi6VwEV",5,"What is 784683678 divided by 3789?","factual","",""
"353","T105","R_1LL3lEeUSRl72a5",5,"What is 784683678 divided by 3789?","factual","",""
"354","T105","R_3PFXWjf9V1QwOJB",5,"What is 784683678 divided by 3789?","factual","",""
"355","T105","R_0NGxUayYNMfjnXP",5,"What is 784683678 divided by 3789?","factual","",""
"356","T105","R_1hMf5pL2nPiqvyh",5,"What is 784683678 divided by 3789?","factual","",""
"357","T105","R_1ilM1COqWkkkYDZ",5,"What is 784683678 divided by 3789?","factual","",""
"358","T105","R_1AFANg5cv6wTEv7",5,"What is 784683678 divided by 3789?","factual","",""
"359","T105","R_2rSc3nGVWm49uOo",2,"What is 784683678 divided by 3789?","factual","",""
"360","T105","R_71KNpR5LavqXB3X",5,"What is 784683678 divided by 3789?","factual","",""
"361","T105","R_3lDfCpILnQRdqBN",5,"What is 784683678 divided by 3789?","factual","",""
"362","T105","R_10GyxOQlIJZyVrx",1,"What is 784683678 divided by 3789?","factual","",""
"363","T105","R_1eJBpPmNWmSVbMv",5,"What is 784683678 divided by 3789?","factual","",""
"364","T105","R_21vnrMdWNPutysf",3,"What is 784683678 divided by 3789?","factual","",""
"365","T105","R_bdbpAjIo1L8bA5z",1,"What is 784683678 divided by 3789?","factual","",""
"366","T105","R_20O3A8kFkNb3bVA",4,"What is 784683678 divided by 3789?","factual","",""
"367","T105","R_28IDs3AImjHDWqF",3,"What is 784683678 divided by 3789?","factual","",""
"368","T105","R_zUXMTON41mdkOwV",3,"What is 784683678 divided by 3789?","factual","",""
"369","T105","R_12mp6S4h3SZexzU",5,"What is 784683678 divided by 3789?","factual","",""
"370","T105","R_3Es96XNlaTI1O1D",1,"What is 784683678 divided by 3789?","factual","",""
"371","T105","R_2Xpp5fSMo806bep",3,"What is 784683678 divided by 3789?","factual","",""
"372","T105","R_3fisFoqgHkFCSHQ",1,"What is 784683678 divided by 3789?","factual","",""
"373","T105","R_cIMYJw66MddgiLn",4,"What is 784683678 divided by 3789?","factual","",""
"374","T105","R_bfR0tnjBHhGmKUp",2,"What is 784683678 divided by 3789?","factual","",""
"375","T105","R_p44E1feNzl175ER",5,"What is 784683678 divided by 3789?","factual","",""
"376","T105","R_10HO7YizCeDEi8A",1,"What is 784683678 divided by 3789?","factual","",""
"377","T105","R_1E6dnXqYUoHYVSc",4,"What is 784683678 divided by 3789?","factual","",""
"378","T105","R_2TTf1THpnfoL1l8",4,"What is 784683678 divided by 3789?","factual","",""
"379","T105","R_6gmp9Qqb94iPNkd",5,"What is 784683678 divided by 3789?","factual","",""
"380","T105","R_2CgorJlHIgHQkEY",1,"What is 784683678 divided by 3789?","factual","",""
"381","T106","R_3G8JdyGHJvvA7Dq",5,"What polygon has 33 sides?","factual","",""
"382","T106","R_3g1Mj3FXywjcYyy",5,"What polygon has 33 sides?","factual","",""
"383","T106","R_2awOqk1uEwyt15M",1,"What polygon has 33 sides?","factual","",""
"384","T106","R_1jNtRvpgBQubjCJ",5,"What polygon has 33 sides?","factual","",""
"385","T106","R_3CU8kDuizLs8sQW",2,"What polygon has 33 sides?","factual","",""
"386","T106","R_3PTCWFrcjFAPY7I",5,"What polygon has 33 sides?","factual","",""
"387","T106","R_2ylvDIE0hAqswOI",5,"What polygon has 33 sides?","factual","",""
"388","T106","R_2Ynugktj4AxNTsj",5,"What polygon has 33 sides?","factual","",""
"389","T106","R_3DpEu7I4Gjol8Ak",5,"What polygon has 33 sides?","factual","",""
"390","T106","R_2CqZYuOdCeCMfnE",3,"What polygon has 33 sides?","factual","",""
"391","T106","R_1hBjdK1Tnwst98Q",5,"What polygon has 33 sides?","factual","",""
"392","T106","R_1DOVHcW9buAjSEI",1,"What polygon has 33 sides?","factual","",""
"393","T106","R_Dq9XCEClC3WL1zH",1,"What polygon has 33 sides?","factual","",""
"394","T106","R_BEYfZymGnW0aXhT",5,"What polygon has 33 sides?","factual","",""
"395","T106","R_2Xpp5fSMo806bep",3,"What polygon has 33 sides?","factual","",""
"396","T106","R_2AMcvEJ2QT84e0I",4,"What polygon has 33 sides?","factual","",""
"397","T106","R_1eLRPGTk1skHNAj",1,"What polygon has 33 sides?","factual","",""
"398","T106","R_BzkIf5pVtArMWtj",5,"What polygon has 33 sides?","factual","",""
"399","T106","R_1g27dsW7dI0L2Zc",1,"What polygon has 33 sides?","factual","",""
"400","T106","R_1AFANg5cv6wTEv7",4,"What polygon has 33 sides?","factual","",""
"401","T106","R_u9rShamwI1JsTIt",4,"What polygon has 33 sides?","factual","",""
"402","T106","R_2YWfNKZgA8Fzn0g",4,"What polygon has 33 sides?","factual","",""
"403","T106","R_RaXe5LtCkZaNwel",4,"What polygon has 33 sides?","factual","",""
"404","T106","R_3qyRkqTcQJVr2UI",4,"What polygon has 33 sides?","factual","",""
"405","T106","R_3DhGGGKIyYPjG8V",1,"What polygon has 33 sides?","factual","",""
"406","T106","R_2VEkSfA4BWYRS39",1,"What polygon has 33 sides?","factual","",""
"407","T106","R_1EXWy4GsjjDzAhA",5,"What polygon has 33 sides?","factual","",""
"408","T106","R_2ziiBCfiqkBch82",5,"What polygon has 33 sides?","factual","",""
"409","T106","R_3h6mujtw7bGSTsy",2,"What polygon has 33 sides?","factual","",""
"410","T106","R_1DXZUpKdL9MAJZ7",4,"What polygon has 33 sides?","factual","",""
"411","T106","R_2qguVMuZV4zI5JR",5,"What polygon has 33 sides?","factual","",""
"412","T106","R_vVLO7Ch0MokPPsR",2,"What polygon has 33 sides?","factual","",""
"413","T106","R_2CgryuXDa771yo4",5,"What polygon has 33 sides?","factual","",""
"414","T106","R_BVY7qeiB78NsnM5",5,"What polygon has 33 sides?","factual","",""
"415","T106","R_b7vWNTno8IeuO53",1,"What polygon has 33 sides?","factual","",""
"416","T106","R_12K2sOsPV3zuykm",5,"What polygon has 33 sides?","factual","",""
"417","T106","R_3OkuhyqVyN80P8z",5,"What polygon has 33 sides?","factual","",""
"418","T106","R_10CoiceYCTnykNq",5,"What polygon has 33 sides?","factual","",""
"419","T106","R_3lDfCpILnQRdqBN",4,"What polygon has 33 sides?","factual","",""
"420","T106","R_339hengkIUWVHL7",1,"What polygon has 33 sides?","factual","",""
"421","T106","R_1eEuug7ktUk0JuP",5,"What polygon has 33 sides?","factual","",""
"422","T106","R_2dAwgPRP46ZPxcl",5,"What polygon has 33 sides?","factual","",""
"423","T106","R_2QhAzyXyGiCMIL5",4,"What polygon has 33 sides?","factual","",""
"424","T106","R_BSppXBtWOu5Yzjr",5,"What polygon has 33 sides?","factual","",""
"425","T106","R_1luTk3zsH1hQQVd",5,"What polygon has 33 sides?","factual","",""
"426","T106","R_1PaPYchw4WwzxZ3",4,"What polygon has 33 sides?","factual","",""
"427","T106","R_1pQgSkuY82HHqap",4,"What polygon has 33 sides?","factual","",""
"428","T107","R_3NWkm9CqFtF0BoU",4,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"429","T107","R_2azWm36oYoZjx3b",4,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"430","T107","R_12mp6S4h3SZexzU",4,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"431","T107","R_1GPpqkxMDm12F4U",5,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"432","T107","R_2BypEVMxTaQxQpp",4,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"433","T107","R_2YWfNKZgA8Fzn0g",5,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"434","T107","R_SCtypf44QnMQB1v",3,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"435","T107","R_2Ui0qPi4gI7qS2T",5,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"436","T107","R_6ePNDHr5zptKRBD",2,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"437","T107","R_10JKS9ppBd52ilu",2,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
"438","T107","R_1gOenAPSzxGmbgf",3,"Which do you like better: pizza or sardines?","personal, subjective","biological","experience"
